sending_institution,sending_course_code,sending_course_name,sending_credits,receiving_institution,receiving_course_code,receiving_course_name,credits_transferred,note,gen_ed_requirement,label,label_name,rule_applied
Berkshire,CIS 275,Independent Study in Computer Information Systems,1-4,Massasoit,CTIM 400,Special Study in Computer Technology Information ManagementLimited to two courses per student.,1-4*,,-,1,partial_or_elective,Credits transferred has asterisk (conditional/variable transfer)
Berkshire,CIS 275,Independent Study in Computer Information Systems,1-4,Middlesex,,Network Security Elective,1-4*,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Berkshire,CIS 275,Independent Study in Computer Information Systems,1-4,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Berkshire,CIS 275,Independent Study in Computer Information Systems,1-4,Worcester,,Free Elective,1-4*,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Bristol,CIS 283,Selected Topics in CIS,3*,,-,1,partial_or_elective,Credits transferred has asterisk (conditional/variable transfer)
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Bristol,CIT 260,Topics in Game Programming,3*,,-,1,partial_or_elective,Credits transferred has asterisk (conditional/variable transfer)
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Bunker Hill,CIT 223,Special Topics in Digital and Computer ForensicsFor additional information and/or a course syllabus contact CITDepartment@bhcc.mass.edu.,3*,,-,1,partial_or_elective,Credits transferred has asterisk (conditional/variable transfer)
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Cape Cod,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Fitchburg,,Computer Science Elective,3-4*,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Holyoke,CSI 250,Current Topics in Information Systems,3*,,-,1,partial_or_elective,Credits transferred has asterisk (conditional/variable transfer)
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Massasoit,CTIM 250,Current Issues in Computing,3*,,-,1,partial_or_elective,Credits transferred has asterisk (conditional/variable transfer)
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Middlesex,,Network Security Elective,3-4*,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Northern Essex,CIS 144,Current Topics in Computer Science/Security,4*,,-,1,partial_or_elective,Credits transferred has asterisk (conditional/variable transfer)
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Northern Essex,CIS 146,Current Topics in Computer Science/Robotics,4*,,-,1,partial_or_elective,Credits transferred has asterisk (conditional/variable transfer)
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Springfield Tech,CIT 252,Advanced Security Topics,3*,,-,1,partial_or_elective,Credits transferred has asterisk (conditional/variable transfer)
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Berkshire,CIS 297,Special Topics in Computer Information Systems,3-4,Worcester,,Free Elective,3-4*,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Bristol,CIS 105,Hardware Fundamentals,1,Bridgewater,,Computer Elective,1,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 105,Hardware Fundamentals,1,Cape Cod,,Elective,1,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 105,Hardware Fundamentals,1,Fitchburg,,Computer Science Elective,1,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 105,Hardware Fundamentals,1,Framingham,,Computer Science Elective,1,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 105,Hardware Fundamentals,1,MCLA,,Computer Science Elective,1,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 105,Hardware Fundamentals,1,Middlesex,,Network Security Elective,1,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 105,Hardware Fundamentals,1,Salem,,Not Transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Bristol,CIS 105,Hardware Fundamentals,1,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Bristol,CIS 105,Hardware Fundamentals,1,UMass Dartmouth,,Computer Information Systems Elective,1,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 105,Hardware Fundamentals,1,Westfield,,Not Transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Bristol,CIS 105,Hardware Fundamentals,1,Worcester,,Free Elective,1,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Bristol,CIS 106,Operating System Scripting,1,Bridgewater,,Computer Elective,1,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 106,Operating System Scripting,1,Cape Cod,,Elective,1,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 106,Operating System Scripting,1,Fitchburg,,Computer Science Elective,1,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 106,Operating System Scripting,1,Framingham,,Computer Science Elective,1,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 106,Operating System Scripting,1,MassBay,CS 118,Scripting,1,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 106,Operating System Scripting,1,MCLA,,Computer Science Elective,1,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 106,Operating System Scripting,1,Middlesex,,Computer Science Elective,1,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 106,Operating System Scripting,1,Salem,,Not Transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Bristol,CIS 106,Operating System Scripting,1,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Bristol,CIS 106,Operating System Scripting,1,UMass Dartmouth,,Computer Information Systems Elective,1,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 106,Operating System Scripting,1,Westfield,,Elective,1,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 106,Operating System Scripting,1,Worcester,,Free Elective,1,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-BridgewaterCOMP 105Computers and Their Applications: An Introduction3,3,Bridgewater,COMP 105,Computers and Their Applications: An Introduction,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-Cape CodBST 110Computer ApplicationsGeneral Education Elective; Formerly GIT 110.3,3,Cape Cod,BST 110,Computer ApplicationsGeneral Education Elective; Formerly GIT 110.,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-Cape CodGIT 110#(Replaced: 9/1/2022)Computer ApplicationsGeneral Education Elective.3,3,Cape Cod,GIT 110#(Replaced: 9/1/2022),Computer ApplicationsGeneral Education Elective.,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-Cape CodGIT 110#(Replaced: 9/4/2018)Microcomputer Applications Software3,3,Cape Cod,GIT 110#(Replaced: 9/4/2018),Microcomputer Applications Software,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-FitchburgComputer Science Elective3,3,Fitchburg,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-FraminghamComputer Science Elective3,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-MCLAComputer Science Elective3,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-MiddlesexIT ELEC3,3,Middlesex,,IT ELEC,3,,-,1,partial_or_elective,"Receiving course name contains abbreviated 'ELEC' (e.g. IT ELEC, BUSN ELEC)"
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-SalemITC 100Computers and Their Uses3,3,Salem,ITC 100,Computers and Their Uses,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-UMass AmherstNot transferable,3,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-UMass DartmouthCIS 110Computer Literacy3,3,UMass Dartmouth,CIS 110,Computer Literacy,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-WestfieldElective3,3,Westfield,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 110,Basic Computing SkillsThis course is not open to students who have successfully completed or currently enrolled for credit in CIS 111.3-WorcesterCS 120Microcomputer Applications3,3,Worcester,CS 120,Microcomputer Applications,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,Bridgewater,COMP 105,Computers and Their Applications: An Introduction,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,Cape Cod,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 111,Introduction to Business Information Systems,3,Fitchburg,BSAD 1700,Introduction to Computer Information Systems for Business,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 111,Introduction to Business Information Systems,3,Framingham,BUIS 200,Introduction to Business SystemsStudents may not receive credit for both BUIS 200 Introduction to Business Systems and 12.208 Microcomputer Applications in Business.,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,Holyoke,CSI 120,Business Data Communications,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,Mass. Maritime,IM 1214,Foundations in Business Computing,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,MCLA,BADM 110#(Replaced: 1/1/2021),Information Technology for Business,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,MCLA,BADM 210,Information Technology for Business,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,MCLA,CSCI 162,Business Information Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,Middlesex,CAP 103,Computers for Technology,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,North Shore,BUS 120,Computer Applications for Business,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,Salem,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 111,Introduction to Business Information Systems,3,Salem,ITC 241,Spreadsheet Applications in the Professions,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,UMass Amherst,,Major or general elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Bristol,CIS 111,Introduction to Business Information Systems,3,UMass Amherst,,major or elective credit,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 111,Introduction to Business Information Systems,3,UMass Amherst,OIM 210,Introduction to Business Information Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,UMass Boston,MSIS 110,Introduction to Computer and Information Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,UMass Dartmouth,MIS 101,The Business Organization,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,UMass Lowell,INFO 1600,Intro to Info Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,Westfield,MGMT 0107,Software Applications in Management,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 111,Introduction to Business Information Systems,3,Worcester,CS 120,Microcomputer Applications,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 112,Advanced Business Information Systems,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 112,Advanced Business Information Systems,3,Cape Cod,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 112,Advanced Business Information Systems,3,Fitchburg,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 112,Advanced Business Information Systems,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 112,Advanced Business Information Systems,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 112,Advanced Business Information Systems,3,Middlesex,CAP 103,Computers for Technology,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 112,Advanced Business Information Systems,3,Salem,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 112,Advanced Business Information Systems,3,UMass Amherst,,major or elective credit,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 112,Advanced Business Information Systems,3,UMass Dartmouth,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Bristol,CIS 112,Advanced Business Information Systems,3,Westfield,MGMT 0107,Software Applications in Management,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 112,Advanced Business Information Systems,3,Worcester,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Bristol,CIS 113,Hospitality Management Information Systems,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 113,Hospitality Management Information Systems,3,Cape Cod,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 113,Hospitality Management Information Systems,3,Fitchburg,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 113,Hospitality Management Information Systems,3,Framingham,,Open Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 113,Hospitality Management Information Systems,3,Massasoit,,BUSN/BU ELEC,3,,-,1,partial_or_elective,"Receiving course name contains abbreviated 'ELEC' (e.g. IT ELEC, BUSN ELEC)"
Bristol,CIS 113,Hospitality Management Information Systems,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 113,Hospitality Management Information Systems,3,Middlesex,,Business Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 113,Hospitality Management Information Systems,3,Middlesex,,Computer Applications Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 113,Hospitality Management Information Systems,3,Salem,,Hotel/Restaurant Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 113,Hospitality Management Information Systems,3,UMass Amherst,,major or elective credit,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 113,Hospitality Management Information Systems,3,UMass Dartmouth,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Bristol,CIS 113,Hospitality Management Information Systems,3,Westfield,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 113,Hospitality Management Information Systems,3,Worcester,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Bristol,CIS 120,"Programming: Logic, Design and Implementation",3,Bridgewater,COMP 565,Logic Programming,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 120,"Programming: Logic, Design and Implementation",3,Fitchburg,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 120,"Programming: Logic, Design and Implementation",3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 120,"Programming: Logic, Design and Implementation",3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 120,"Programming: Logic, Design and Implementation",3,Middlesex,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 120,"Programming: Logic, Design and Implementation",3,Salem,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 120,"Programming: Logic, Design and Implementation",3,UMass Amherst,,major or elective credit,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 120,"Programming: Logic, Design and Implementation",3,UMass Dartmouth,CIS 160,Explr Comp Prog with Animation,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 120,"Programming: Logic, Design and Implementation",3,Westfield,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 120,"Programming: Logic, Design and Implementation",3,Worcester,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 121,Operating Systems,3,Bridgewater,COMP 350,Operating Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 121,Operating Systems,3,Cape Cod,BIT 115#(Replaced: 9/1/2022),IT: Windows Desktop Operating Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 121,Operating Systems,3,Cape Cod,CIT 115,IT: Windows Desktop Operating Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 121,Operating Systems,3,Fitchburg,CSC 3100,Operating Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 121,Operating Systems,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 121,Operating Systems,3,Holyoke,CSI 107,Operating Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 121,Operating Systems,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 121,Operating Systems,3,Middlesex,CSC 156,Operating Systems Basic and Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 121,Operating Systems,3,Middlesex,CSC 156#(Replaced: 9/1/2018),Operating Systems Basics and Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 121,Operating Systems,3,North Shore,CPS 122,Operating Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 121,Operating Systems,3,Northern Essex,CIS 121,Introduction to Operating Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 121,Operating Systems,3,Quinsigamond,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 121,Operating Systems,3,Salem,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 121,Operating Systems,3,UMass Dartmouth,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Bristol,CIS 121,Operating Systems,3,Westfield,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 121,Operating Systems,3,Worcester,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 122,Internet Developer,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 122,Internet Developer,3,Fitchburg,COMM 2910,Web Design,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 122,Internet Developer,3,Fitchburg,COMM 3305#(Replaced: 9/1/2016),Interactive Media I,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 122,Internet Developer,3,Fitchburg,COMM 3305#(Replaced: 9/1/2026),Web Design,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 122,Internet Developer,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 122,Internet Developer,3,Holyoke,CSI 255,Scripting for the Web,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 122,Internet Developer,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 122,Internet Developer,3,Middlesex,,Information Technology Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 122,Internet Developer,3,Salem,,Not Transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Bristol,CIS 122,Internet Developer,3,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Bristol,CIS 122,Internet Developer,3,UMass Dartmouth,CIS 120,Web Page Development,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 122,Internet Developer,3,Westfield,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 122,Internet Developer,3,Worcester,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Bristol,CIS 123,Object-Oriented Concepts,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 123,Object-Oriented Concepts,3,Fitchburg,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 123,Object-Oriented Concepts,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 123,Object-Oriented Concepts,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 123,Object-Oriented Concepts,3,Middlesex,CSC 252,Programming II,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 123,Object-Oriented Concepts,3,Quinsigamond,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 123,Object-Oriented Concepts,3,Salem,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 123,Object-Oriented Concepts,3,UMass Amherst,,major or elective credit,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 123,Object-Oriented Concepts,3,UMass Dartmouth,CIS 160,Explr Comp Prog with Animation,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 123,Object-Oriented Concepts,3,Westfield,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Bristol,CIS 123,Object-Oriented Concepts,3,Worcester,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Berkshire,MUS 132,Recording Technology-Sonar,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Bridgewater,,Transfer Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Fitchburg,,Communication Media Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Framingham,,Commuication Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Greenfield,MUS 154,Audio Recording and Production IFormerly MUS 221.,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Greenfield,MUS 221#(Replaced: 9/1/2019),Audio Recording and Production I,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Holyoke,COM 120,Introduction to Digital Audio,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Holyoke,EMS 130#(Replaced: 6/1/2020),Introduction to Digital Audio,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Massasoit,,MUSC/FA/HU/LA ELEC,3,,-,1,partial_or_elective,"Receiving course name contains abbreviated 'ELEC' (e.g. IT ELEC, BUSN ELEC)"
Bristol,CIS 128,Introduction to Digital Audio Recording,3,MCLA,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Middlesex,,Communication Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Bristol,CIS 128,Introduction to Digital Audio Recording,3,Mount Wachusett,MRT 224#(Replaced: 5/14/2018)(Disc'd: 9/1/2015),Music Recording and Mixing Techniques,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
